id,age,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
4461,16,F,R,GT3,A,3,2,at_home,other,reputation,mother,3,1,2,no,yes,no,yes,yes,yes,no,yes,1,4,8,4,4,5,16,2.5
4462,15,M,U,LE3,T,4,2,other,services,home,other,4,1,3,yes,no,no,yes,no,no,no,no,4,3,6,5,5,4,17,1
4463,18,F,U,LE3,T,4,1,other,services,course,father,2,1,1,no,no,no,no,no,yes,yes,no,3,4,5,2,5,1,0,13.8
4464,17,M,U,LE3,T,0,3,services,other,reputation,mother,1,6,0,no,no,no,yes,no,no,yes,no,5,3,7,4,1,4,8,18.5
4465,18,F,R,GT3,A,0,0,health,health,other,mother,2,1,4,yes,no,yes,yes,no,yes,no,no,3,1,8,4,5,5,15,20
4466,18,M,R,GT3,T,3,1,health,services,other,father,1,1,3,no,yes,yes,yes,yes,no,no,yes,5,1,6,5,5,5,28,0
4467,18,M,U,GT3,A,0,3,services,at_home,other,other,4,1,3,yes,yes,no,yes,no,yes,no,yes,3,4,9,4,4,5,19,7.4
4468,16,M,U,LE3,T,0,4,at_home,health,home,mother,3,1,3,yes,yes,no,yes,no,yes,no,no,4,4,9,5,3,4,22,0
4469,15,M,U,GT3,T,2,3,teacher,services,reputation,father,2,7,0,no,no,yes,no,no,yes,yes,no,4,3,9,4,1,5,5,20
4470,15,M,R,LE3,T,3,4,services,health,home,other,3,5,0,yes,no,no,no,no,no,no,no,3,4,7,3,4,5,16,7.2
4471,16,F,R,GT3,A,3,4,other,teacher,other,father,4,5,0,yes,yes,no,no,no,no,no,yes,4,3,6,0,4,3,13,5.9
4472,16,F,U,GT3,A,3,2,health,health,course,mother,4,1,4,yes,yes,no,yes,no,yes,no,no,3,3,6,4,4,4,17,7.8
4473,15,F,U,LE3,A,0,0,health,other,other,mother,2,9,1,yes,no,yes,no,no,yes,yes,no,4,3,9,1,1,5,3,20
4474,18,M,R,LE3,A,0,3,health,services,other,mother,1,1,0,no,no,yes,yes,yes,no,yes,yes,2,2,9,3,1,4,5,15.5
4475,17,F,U,LE3,A,4,0,at_home,health,other,father,4,1,3,no,yes,no,yes,no,yes,no,no,2,3,5,4,4,5,20,5.2
4476,17,M,R,LE3,T,1,4,other,at_home,course,mother,2,5,0,yes,yes,yes,yes,no,yes,yes,no,2,2,7,3,4,5,18,15.4
4477,17,M,R,LE3,T,1,2,at_home,teacher,course,father,3,1,3,yes,yes,yes,yes,yes,no,no,no,5,4,5,5,5,4,24,5
4478,18,M,U,LE3,A,1,0,teacher,teacher,reputation,other,3,1,2,yes,yes,yes,yes,no,no,no,yes,3,4,9,5,5,5,29,1.4
4479,15,F,U,GT3,A,2,1,services,health,course,other,4,1,4,yes,yes,no,yes,no,yes,no,yes,5,4,9,4,1,5,11,6.6
4480,16,M,R,LE3,A,0,4,services,other,reputation,other,4,2,2,yes,yes,no,no,no,no,no,no,3,3,7,4,3,5,14,6
4481,15,F,R,GT3,A,4,1,health,teacher,course,other,3,2,4,yes,yes,no,yes,yes,yes,no,no,3,4,6,5,5,4,26,0.4
4482,18,F,R,GT3,T,4,0,health,health,reputation,mother,4,2,2,yes,yes,yes,no,yes,no,no,no,3,4,7,4,5,5,22,1.7
4483,16,M,R,GT3,A,1,0,teacher,health,other,mother,3,2,4,yes,yes,no,no,no,yes,no,yes,3,3,5,4,4,4,21,0.9
4484,18,M,R,GT3,A,2,0,at_home,teacher,course,father,1,2,3,no,yes,no,yes,no,no,no,yes,5,3,4,5,2,4,4,0.8
4485,17,F,U,GT3,A,2,3,other,health,home,other,4,1,3,yes,yes,no,yes,yes,no,no,yes,3,3,9,4,1,4,15,9
4486,17,F,R,LE3,A,1,4,teacher,health,home,other,4,1,3,yes,yes,yes,yes,no,no,no,no,3,3,3,5,5,4,23,1.1
4487,18,F,R,LE3,T,1,4,services,at_home,reputation,father,3,1,3,yes,yes,no,no,no,no,no,no,4,3,3,3,5,5,23,9
4488,16,F,R,LE3,T,0,4,services,health,course,father,1,4,2,yes,no,yes,yes,no,yes,yes,no,2,1,8,1,2,1,9,13.9
4489,16,F,U,GT3,A,2,3,at_home,health,course,father,3,1,3,yes,yes,yes,yes,yes,no,no,no,2,4,5,5,3,5,29,0.2
4490,15,F,U,LE3,T,4,0,teacher,other,home,father,3,2,2,yes,yes,no,no,yes,yes,no,yes,4,3,6,5,5,4,12,4
4491,17,M,R,GT3,T,1,0,other,teacher,course,other,3,1,3,no,no,no,no,no,yes,no,no,5,3,6,4,1,5,9,10.1
4492,15,F,R,GT3,A,0,1,teacher,other,course,mother,1,2,3,no,no,yes,yes,no,no,no,yes,2,1,5,5,4,4,25,20
4493,15,F,U,GT3,A,4,3,teacher,services,reputation,other,4,5,1,yes,yes,yes,yes,yes,no,no,no,4,4,9,3,5,4,25,2.2
4494,18,F,U,GT3,T,2,2,at_home,other,other,father,2,7,1,yes,no,yes,no,no,yes,yes,no,5,3,6,1,3,3,4,20
4495,18,F,U,LE3,T,1,3,other,services,home,mother,4,1,2,yes,yes,no,yes,no,yes,no,yes,4,3,7,4,3,4,16,2
4496,15,M,U,LE3,T,1,1,services,services,other,other,1,1,4,no,no,yes,no,yes,no,no,yes,1,3,8,3,5,4,18,18.8
4497,17,M,R,LE3,T,0,1,health,other,course,father,4,2,2,yes,yes,no,yes,yes,no,no,no,5,3,5,4,4,5,19,3
4498,18,F,U,LE3,T,0,1,other,at_home,course,mother,4,2,2,yes,yes,yes,no,no,yes,no,yes,5,3,5,5,4,4,16,5
4499,15,F,R,LE3,A,2,0,services,other,reputation,mother,3,1,0,no,yes,yes,yes,no,no,yes,yes,3,3,8,2,5,1,0,20
4500,15,F,R,GT3,T,1,2,at_home,teacher,other,father,3,1,4,yes,yes,no,no,no,yes,no,yes,3,3,8,4,3,5,19,7.9
4501,15,M,U,LE3,T,0,1,other,other,other,mother,3,1,3,yes,yes,no,yes,no,yes,no,no,3,3,8,5,5,4,19,3.7
4502,15,M,U,GT3,T,1,4,other,at_home,reputation,other,2,6,1,no,no,yes,no,yes,yes,yes,yes,4,2,6,2,3,5,6,18.3
4503,15,M,U,GT3,T,2,0,services,other,other,other,3,2,2,yes,yes,yes,no,no,no,no,no,5,3,8,5,5,5,26,1
4504,15,M,U,GT3,T,1,2,services,at_home,reputation,other,1,5,3,no,yes,yes,yes,no,yes,yes,no,4,2,6,3,4,4,5,18
4505,18,M,R,LE3,T,4,4,teacher,teacher,reputation,mother,1,5,1,yes,no,yes,no,no,yes,yes,yes,5,2,8,3,3,4,0,20
4506,17,M,R,GT3,T,1,2,teacher,health,course,mother,2,1,0,no,no,yes,yes,no,no,yes,yes,5,1,7,3,5,5,10,11.3
4507,15,F,R,GT3,T,3,2,other,at_home,course,father,3,1,4,yes,yes,no,no,yes,no,no,yes,1,4,6,5,5,4,16,6.4
4508,16,M,U,LE3,A,3,4,health,at_home,course,father,4,5,0,yes,yes,no,no,no,yes,no,no,5,3,4,3,3,5,21,1.1
4509,18,M,R,GT3,A,2,3,at_home,at_home,reputation,mother,3,1,3,yes,yes,no,yes,no,no,no,no,5,4,9,4,1,4,13,8
4510,18,F,U,GT3,T,2,2,services,teacher,course,other,2,1,4,yes,yes,yes,no,yes,no,no,no,3,5,8,4,4,5,11,6.8
4511,15,M,R,GT3,A,2,3,teacher,services,home,mother,3,2,2,yes,yes,no,yes,yes,yes,no,yes,4,4,5,5,5,4,22,5
4512,18,F,U,LE3,A,4,2,at_home,at_home,home,other,4,1,4,yes,yes,yes,yes,no,yes,no,no,5,3,8,4,3,5,17,7.4
4513,15,M,R,GT3,A,4,4,other,teacher,course,father,4,5,0,yes,yes,no,yes,yes,yes,no,yes,4,4,5,0,4,3,18,7.5
4514,17,F,R,GT3,A,1,2,services,health,reputation,mother,3,1,3,yes,yes,yes,yes,yes,no,no,yes,3,3,5,4,4,5,26,1.4
4515,17,F,U,LE3,A,0,1,services,at_home,home,mother,2,2,4,yes,no,yes,no,yes,yes,no,no,4,1,9,5,4,5,17,1
4516,18,F,R,LE3,A,3,1,teacher,services,course,mother,4,1,4,yes,yes,yes,yes,yes,no,no,yes,4,4,5,5,5,4,21,7
4517,18,F,R,GT3,T,3,2,health,teacher,home,other,4,1,3,yes,yes,yes,no,no,no,no,no,3,3,5,5,5,5,16,4.6
4518,16,F,U,LE3,T,3,4,services,health,home,father,4,5,0,yes,no,yes,no,yes,no,no,yes,5,3,7,3,5,4,22,1.1
4519,18,M,U,LE3,A,1,4,health,services,home,other,3,2,3,yes,yes,yes,no,yes,no,no,no,3,4,8,4,4,5,25,0.9
4520,16,M,U,LE3,T,1,0,at_home,health,other,father,3,1,3,yes,yes,yes,no,no,no,no,yes,5,4,7,4,3,4,29,1.4
4521,17,F,U,LE3,A,2,4,services,services,home,other,2,8,0,yes,no,yes,yes,yes,yes,yes,no,3,5,8,1,2,3,1,20
4522,17,F,U,LE3,T,0,3,services,other,course,father,4,2,2,yes,yes,no,yes,no,yes,no,yes,3,4,5,5,5,4,15,4.1
4523,15,F,R,LE3,T,2,2,health,other,home,other,3,1,2,yes,yes,yes,yes,yes,no,no,yes,3,4,7,4,3,5,20,3.4
4524,17,M,U,LE3,T,1,1,teacher,other,course,mother,3,2,3,no,yes,no,yes,no,yes,no,no,2,3,8,5,5,4,16,12.5
4525,16,F,R,GT3,A,4,4,other,health,home,other,4,5,0,yes,yes,no,no,yes,yes,no,yes,2,4,4,0,5,1,9,11.9
4526,18,F,R,LE3,T,2,1,at_home,other,home,mother,4,1,2,no,yes,no,no,no,yes,yes,yes,1,4,4,5,5,4,29,1
4527,15,F,U,LE3,T,1,0,services,teacher,other,mother,3,1,3,yes,yes,yes,yes,yes,no,no,no,5,4,3,4,5,5,29,6
4528,16,F,R,LE3,A,1,2,teacher,teacher,home,mother,2,2,2,yes,yes,no,no,no,yes,no,yes,5,5,7,4,4,5,25,7
4529,18,M,R,GT3,A,4,4,services,other,course,other,1,5,1,yes,no,yes,yes,no,yes,yes,yes,4,3,5,0,4,1,6,17.3
4530,15,F,U,LE3,T,4,1,at_home,services,other,mother,2,1,3,yes,no,yes,no,yes,no,yes,no,1,2,5,3,4,5,4,17.6
4531,17,F,R,LE3,A,4,4,other,services,other,other,4,5,0,yes,yes,no,yes,no,no,no,yes,3,4,7,0,4,1,20,7.4
4532,16,M,U,GT3,T,0,0,services,health,home,father,3,1,3,yes,yes,yes,no,no,no,no,no,5,4,9,5,5,5,23,8
4533,18,F,U,LE3,T,1,1,health,services,home,other,2,4,0,no,no,yes,yes,yes,yes,yes,yes,2,3,4,5,3,5,7,13.7
4534,15,F,U,GT3,A,4,1,teacher,at_home,reputation,other,2,2,2,yes,yes,no,yes,no,no,no,no,2,2,6,5,4,4,28,11.6
4535,15,M,R,GT3,A,0,2,other,services,home,other,4,1,4,yes,yes,no,no,yes,yes,no,no,3,4,5,4,5,5,23,1.7
4536,17,M,R,LE3,T,3,2,services,teacher,reputation,father,4,2,2,yes,yes,no,no,no,no,no,yes,3,4,7,5,1,5,11,7.9
4537,18,M,R,GT3,A,3,1,other,services,course,father,2,1,3,yes,yes,no,no,yes,no,no,no,1,5,5,4,2,5,2,0.2
4538,17,F,R,LE3,T,3,2,health,health,home,father,3,2,3,yes,yes,yes,no,yes,no,no,no,4,4,5,4,5,4,23,4
4539,17,F,U,LE3,A,1,1,services,services,home,mother,3,2,4,yes,no,yes,no,no,no,no,yes,5,3,5,4,3,5,20,5
4540,18,M,R,GT3,A,0,3,other,health,reputation,other,1,9,0,no,no,yes,yes,yes,no,yes,yes,4,2,11,2,1,4,0,20
4541,18,M,U,GT3,A,0,4,services,at_home,reputation,other,1,10,1,no,no,yes,no,yes,no,yes,no,3,1,7,3,4,4,3,20
4542,18,M,R,LE3,A,3,3,services,other,other,mother,3,5,0,yes,yes,no,yes,no,no,yes,no,3,3,5,0,1,2,10,11.9
4543,16,F,R,LE3,A,2,3,other,at_home,other,mother,2,3,3,yes,yes,yes,no,no,no,no,no,4,4,4,4,4,4,27,0
4544,18,F,R,GT3,T,3,4,services,teacher,home,other,1,5,0,no,no,no,yes,yes,yes,yes,no,4,5,7,3,1,4,4,19.8
4545,15,M,R,LE3,T,1,1,health,at_home,course,mother,1,4,1,yes,no,yes,no,yes,yes,yes,no,2,4,7,2,3,5,7,20
4546,17,F,R,LE3,T,3,1,other,at_home,other,mother,4,1,3,yes,yes,no,no,no,yes,no,yes,1,4,6,4,5,4,25,3.1
4547,16,M,U,LE3,A,3,2,other,teacher,other,father,3,1,3,yes,yes,no,yes,no,yes,no,yes,3,4,4,3,3,4,1,0.2
4548,18,F,R,GT3,T,0,0,health,teacher,other,mother,2,9,0,no,no,yes,no,no,no,yes,yes,3,1,6,5,3,5,5,20
4549,16,F,R,LE3,T,3,1,health,other,reputation,mother,2,8,0,no,no,yes,no,yes,no,yes,no,3,4,7,4,3,4,3,20
4550,18,F,R,LE3,A,4,4,health,other,home,other,3,5,1,yes,yes,no,yes,yes,yes,no,yes,2,4,7,3,3,4,18,0.1
4551,16,F,R,LE3,A,4,0,services,services,reputation,mother,3,1,2,yes,yes,no,yes,no,no,no,yes,5,4,5,3,4,5,10,2.5
4552,17,M,U,GT3,A,2,4,services,health,course,mother,4,1,2,yes,no,no,yes,no,yes,yes,yes,3,4,4,4,5,4,8,12.1
4553,17,F,R,GT3,T,1,4,at_home,teacher,reputation,mother,1,1,1,yes,no,yes,yes,yes,yes,yes,no,1,4,8,3,3,5,4,16.2
4554,15,F,U,GT3,T,1,4,services,at_home,home,father,4,1,3,yes,yes,yes,yes,no,yes,no,yes,4,4,5,3,5,4,17,3
4555,15,M,R,LE3,A,0,0,health,at_home,reputation,other,1,4,0,yes,no,yes,yes,no,no,yes,no,5,1,7,5,4,5,2,18.5
4556,18,F,U,GT3,T,1,3,at_home,other,course,father,4,1,2,yes,yes,no,yes,yes,yes,no,no,4,3,6,4,3,4,24,8
4557,17,M,U,LE3,T,2,4,health,health,home,mother,2,3,2,yes,yes,yes,yes,yes,no,no,no,3,5,7,2,5,5,7,10.4
4558,16,M,U,GT3,A,4,2,teacher,teacher,home,other,3,1,2,yes,yes,yes,no,no,no,no,yes,4,3,5,4,5,4,27,3
4559,16,F,U,LE3,T,0,1,other,other,home,other,2,7,0,yes,no,yes,yes,no,yes,yes,yes,1,2,7,3,1,4,5,20
4560,16,F,U,GT3,A,4,1,teacher,health,home,mother,3,1,2,yes,yes,no,no,no,no,no,yes,4,3,4,3,4,5,7,2.6
4561,15,M,R,LE3,T,2,1,health,teacher,course,father,3,1,2,yes,yes,no,no,yes,no,no,no,3,3,6,3,3,5,16,9.4
4562,16,M,U,LE3,A,0,0,services,at_home,home,mother,2,10,1,yes,no,yes,yes,no,no,yes,yes,2,3,7,3,5,4,1,20
4563,15,M,R,GT3,T,3,2,other,at_home,course,father,3,1,3,yes,yes,no,no,yes,yes,no,no,4,4,6,4,5,4,21,6
4564,15,F,U,LE3,T,1,2,services,other,course,mother,1,9,0,no,yes,no,no,yes,yes,no,no,4,1,6,3,2,5,4,20
4565,18,M,U,GT3,A,2,2,services,health,reputation,other,3,1,3,yes,no,no,no,no,no,no,yes,2,4,5,5,4,4,13,11.5
4566,16,M,R,GT3,A,0,2,other,at_home,reputation,other,1,8,0,no,no,yes,no,yes,no,yes,yes,4,5,9,1,2,5,0,20
4567,16,M,U,LE3,A,4,2,other,health,home,father,3,2,3,yes,yes,no,no,no,no,no,no,3,4,5,5,3,5,19,2.9
4568,17,F,U,LE3,A,0,3,teacher,other,other,mother,1,2,1,no,no,yes,no,no,yes,yes,no,3,3,6,5,5,5,7,13.9
4569,18,M,U,GT3,T,3,2,health,services,other,father,3,2,3,yes,yes,no,yes,no,no,no,yes,5,3,5,4,3,5,24,8
4570,17,F,U,GT3,A,2,2,services,health,home,other,2,2,2,no,yes,no,no,no,no,no,no,5,3,9,4,4,5,11,9.9
4571,18,F,R,GT3,A,0,0,health,health,course,other,4,1,2,yes,yes,no,no,no,yes,no,yes,4,3,5,5,3,5,16,7
4572,16,M,U,LE3,A,2,0,health,other,reputation,father,2,8,1,no,no,yes,no,yes,no,yes,no,2,2,9,4,5,5,1,20
4573,15,F,U,GT3,A,2,2,at_home,services,home,father,2,4,1,no,no,yes,yes,yes,yes,yes,yes,4,1,9,3,4,5,2,20
4574,15,M,R,LE3,A,4,3,teacher,at_home,home,father,3,5,1,yes,yes,no,no,no,no,no,no,5,3,5,0,1,1,6,8.5
4575,15,F,R,LE3,T,1,2,services,teacher,course,father,4,2,4,yes,yes,yes,yes,yes,no,no,yes,4,3,6,5,5,5,20,6
4576,15,F,U,GT3,A,3,2,other,other,reputation,father,3,1,4,yes,yes,no,yes,yes,yes,no,no,3,4,6,4,5,4,27,0.6
4577,15,M,U,GT3,A,0,2,other,teacher,other,mother,1,3,0,no,no,yes,no,yes,yes,yes,yes,2,3,6,2,5,3,1,20
4578,17,M,R,LE3,A,1,4,health,services,other,father,3,1,3,yes,yes,yes,no,yes,no,no,no,4,3,5,5,5,5,27,3
4579,18,M,U,LE3,T,4,3,teacher,services,home,father,3,5,1,yes,yes,no,yes,no,yes,no,yes,4,3,5,0,4,0,18,6.6
4580,16,F,R,LE3,T,1,1,teacher,health,home,other,3,2,3,no,no,yes,yes,yes,no,no,no,1,4,8,3,3,5,23,13.7
4581,17,F,U,LE3,T,2,2,services,teacher,home,other,3,1,2,yes,yes,yes,no,no,no,no,no,5,4,8,5,5,5,19,2
4582,18,M,R,GT3,A,2,1,services,teacher,home,mother,1,5,0,yes,no,yes,yes,no,no,yes,yes,3,2,9,2,5,1,10,18.3
4583,15,M,R,LE3,A,3,3,health,services,home,father,2,5,1,no,no,yes,yes,no,yes,yes,no,1,1,7,0,2,3,10,14.1
4584,18,F,R,GT3,T,0,2,health,teacher,other,father,3,1,2,yes,yes,yes,yes,yes,no,no,no,3,4,6,4,5,5,27,4.6
4585,18,F,U,GT3,T,0,1,health,at_home,home,other,3,2,2,yes,yes,no,no,yes,no,no,no,4,3,6,5,1,5,15,6
4586,15,F,U,GT3,A,4,1,at_home,services,reputation,other,4,2,2,yes,yes,no,no,yes,yes,no,no,4,3,9,5,4,4,25,4
4587,15,M,U,LE3,A,3,3,teacher,health,course,other,4,5,1,yes,yes,yes,no,yes,no,no,yes,4,3,9,3,3,5,24,1.5
4588,15,F,U,LE3,A,0,2,health,health,other,father,1,1,2,no,no,no,no,yes,no,no,no,2,2,9,5,2,4,13,7.3
4589,16,M,R,GT3,T,2,4,teacher,health,course,father,1,3,3,yes,yes,no,no,yes,yes,no,yes,3,3,6,5,1,5,5,6.2
4590,15,F,R,GT3,A,3,3,other,teacher,course,mother,3,5,0,yes,yes,yes,yes,no,no,no,yes,4,3,8,3,4,5,23,3.3
4591,16,F,R,GT3,A,1,4,other,services,home,other,4,1,3,yes,no,no,no,yes,yes,no,yes,5,3,4,3,3,5,25,1
4592,15,M,U,GT3,T,3,2,teacher,health,course,other,3,2,3,yes,yes,no,yes,yes,yes,no,yes,4,4,8,5,5,5,21,9
4593,16,M,U,LE3,T,3,1,other,services,reputation,other,2,9,1,no,no,yes,no,yes,yes,yes,no,1,4,8,2,5,3,1,20
4594,18,M,U,GT3,T,0,3,other,teacher,home,other,2,4,0,no,no,yes,yes,no,yes,yes,yes,2,4,7,5,2,4,9,15.5
4595,17,F,R,LE3,A,4,3,other,at_home,other,other,4,5,0,yes,yes,yes,yes,no,no,no,no,5,4,6,3,3,5,23,2
4596,18,F,U,LE3,T,4,3,services,at_home,reputation,father,1,5,1,yes,yes,no,no,no,no,no,yes,2,5,4,0,1,2,6,13.5
4597,18,F,U,LE3,T,0,0,services,at_home,other,father,4,2,4,yes,yes,yes,no,yes,yes,no,yes,4,3,7,4,4,4,19,5
4598,15,M,R,LE3,A,0,2,teacher,teacher,home,other,3,1,1,no,no,yes,yes,yes,no,yes,yes,4,3,8,3,5,4,5,19.4
4599,16,F,R,GT3,A,0,0,teacher,health,home,other,2,6,0,no,no,yes,no,no,yes,yes,yes,2,4,6,3,5,4,8,15.2
4600,17,M,U,LE3,T,4,3,at_home,teacher,other,father,1,5,1,no,no,yes,yes,no,no,yes,no,4,5,5,0,3,1,0,16
4601,15,M,R,GT3,A,0,3,services,services,course,father,4,1,4,yes,yes,yes,yes,no,no,no,yes,5,4,7,5,3,5,26,7
4602,15,M,U,LE3,T,1,4,teacher,at_home,other,mother,4,2,2,yes,yes,no,yes,no,yes,no,no,4,3,6,5,3,4,24,8
4603,15,F,R,GT3,A,1,0,services,services,reputation,father,3,1,2,no,yes,yes,no,no,no,no,yes,5,4,7,4,5,5,25,8
4604,18,F,R,GT3,A,2,1,at_home,teacher,course,mother,2,9,1,yes,no,yes,yes,yes,yes,yes,yes,3,4,6,3,5,5,3,20
4605,16,M,R,GT3,T,1,2,teacher,other,home,other,1,7,1,no,no,no,yes,yes,yes,yes,yes,5,1,8,3,5,4,0,20
4606,16,F,U,GT3,T,3,1,teacher,other,reputation,other,2,8,0,no,no,yes,no,yes,yes,yes,yes,1,1,7,4,1,5,7,20
4607,17,M,U,GT3,T,2,1,teacher,teacher,reputation,other,4,2,3,yes,yes,no,yes,yes,no,no,yes,5,3,9,5,5,5,26,4.8
4608,16,M,U,LE3,A,1,2,teacher,health,home,father,3,1,2,no,yes,no,yes,no,yes,no,no,4,4,8,5,5,5,7,12.3
4609,16,F,R,GT3,T,3,3,health,services,course,father,1,5,1,yes,no,yes,yes,yes,yes,yes,yes,3,4,6,3,1,4,8,17
4610,15,M,R,LE3,A,1,4,services,teacher,home,other,2,1,2,yes,no,yes,no,no,no,no,no,2,3,8,5,5,4,11,19.7
4611,15,M,R,GT3,A,3,3,services,teacher,reputation,other,1,5,1,yes,no,no,no,no,yes,yes,yes,4,1,10,3,4,4,25,20
4612,18,F,R,LE3,T,0,3,services,other,reputation,mother,4,1,3,yes,yes,no,no,no,no,no,yes,5,4,5,4,3,5,16,9
4613,15,M,U,LE3,A,3,0,at_home,at_home,reputation,father,1,1,3,no,no,yes,yes,yes,yes,no,no,1,5,8,5,1,5,11,12.9
4614,15,M,U,LE3,A,0,1,health,at_home,home,father,2,4,1,yes,no,no,no,yes,yes,yes,yes,4,5,6,4,3,4,10,16.3
4615,15,M,U,GT3,T,3,1,services,health,other,mother,1,8,0,yes,no,yes,no,no,yes,yes,yes,1,4,6,5,3,4,15,20
4616,15,M,R,LE3,A,3,1,services,health,reputation,other,2,4,1,yes,no,yes,no,yes,no,yes,yes,5,2,7,3,4,4,1,17.3
4617,18,M,R,GT3,A,1,4,teacher,health,reputation,other,3,1,3,yes,yes,no,no,yes,no,no,no,4,3,6,5,4,4,14,2.9
4618,15,M,U,GT3,T,3,4,teacher,other,course,father,3,5,1,yes,yes,no,yes,no,yes,no,no,4,3,3,3,5,5,5,0.4
4619,17,M,R,LE3,T,1,4,teacher,teacher,other,father,3,1,1,yes,yes,no,no,yes,yes,yes,no,2,4,5,1,2,1,10,13.7
4620,17,F,U,LE3,A,3,2,services,health,course,other,1,4,1,no,no,yes,yes,yes,yes,yes,yes,1,1,5,4,2,4,4,17.6
4621,17,F,R,GT3,A,4,4,teacher,other,reputation,mother,4,5,0,no,yes,no,yes,yes,yes,no,yes,5,3,8,3,4,5,13,11.5
4622,17,M,R,GT3,A,2,0,services,services,other,mother,4,2,4,yes,yes,no,no,no,no,no,yes,5,3,9,5,5,4,15,0
4623,15,M,U,GT3,A,1,0,at_home,teacher,course,mother,1,8,3,yes,no,yes,no,yes,yes,yes,yes,5,1,10,3,4,5,2,20
4624,17,F,U,GT3,T,1,3,at_home,services,home,father,2,10,0,no,no,no,no,yes,yes,yes,yes,4,3,9,1,3,5,2,20
4625,15,F,R,GT3,A,0,3,other,at_home,course,mother,4,1,2,yes,yes,no,yes,yes,yes,no,no,1,4,5,4,5,5,14,9.5
4626,18,F,U,GT3,A,4,3,health,at_home,other,father,2,5,0,yes,no,yes,yes,yes,no,no,yes,4,4,8,0,5,1,8,13.7
4627,17,F,U,LE3,A,0,3,teacher,teacher,course,father,1,1,4,yes,yes,yes,yes,no,no,no,no,5,4,7,5,5,4,16,2
4628,16,F,R,GT3,A,4,0,teacher,health,other,other,4,1,2,no,yes,yes,no,no,no,no,no,3,3,6,5,5,4,26,1.3
4629,17,M,R,GT3,T,4,3,health,teacher,other,other,3,5,1,no,yes,no,no,yes,yes,no,yes,4,4,5,0,2,1,3,1
4630,17,F,R,LE3,A,3,0,health,health,course,mother,3,1,2,no,no,yes,yes,no,yes,no,yes,4,4,6,4,1,5,6,6.6
4631,15,F,U,LE3,T,0,4,other,at_home,course,mother,3,1,3,no,yes,no,yes,yes,no,no,yes,4,4,5,3,3,5,20,4
4632,17,F,R,LE3,T,2,4,health,teacher,home,father,4,1,2,yes,yes,yes,no,no,no,no,no,4,4,7,5,5,5,24,8
4633,16,M,R,GT3,T,4,2,services,teacher,course,other,3,1,2,yes,no,yes,no,yes,no,no,no,5,4,9,4,3,4,25,3
4634,15,M,R,LE3,T,4,3,teacher,health,other,other,4,5,0,yes,yes,yes,yes,no,no,no,no,3,3,6,0,3,2,11,8.9
4635,15,M,R,LE3,T,1,4,health,at_home,reputation,father,4,1,3,yes,no,no,yes,yes,no,no,no,3,3,5,3,3,5,15,6.1
4636,18,M,R,GT3,A,3,4,services,at_home,course,mother,3,5,1,yes,yes,no,yes,yes,yes,no,no,5,4,8,0,5,0,23,4.1
4637,18,M,U,GT3,T,2,1,health,health,course,mother,2,6,0,yes,no,yes,no,yes,no,yes,yes,4,3,6,3,1,4,0,16.2
4638,17,M,R,GT3,T,4,1,services,health,other,father,3,1,2,yes,yes,yes,no,no,no,no,no,3,4,7,5,4,5,23,0.3
4639,18,F,R,GT3,T,1,0,at_home,health,reputation,other,2,9,1,yes,no,yes,yes,no,yes,yes,yes,5,5,6,4,3,5,25,20
4640,18,M,U,LE3,A,0,2,services,at_home,home,father,4,1,2,yes,yes,yes,no,yes,no,no,no,4,4,7,5,5,4,25,9
4641,18,M,R,GT3,T,4,1,other,at_home,reputation,father,4,1,2,yes,yes,no,yes,yes,no,no,yes,5,3,8,5,3,5,26,3
4642,15,F,R,LE3,A,1,2,services,teacher,other,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,1,4,7,5,3,4,4,19.1
4643,15,M,U,GT3,T,0,4,health,at_home,other,other,3,1,1,yes,no,yes,yes,no,yes,yes,no,1,4,6,5,2,5,5,17.3
4644,15,F,R,LE3,T,3,0,at_home,services,other,mother,4,2,2,yes,yes,no,yes,yes,no,no,no,4,3,7,4,1,5,14,7.1
4645,18,F,U,GT3,A,0,2,at_home,services,other,mother,3,1,3,no,yes,no,yes,no,yes,no,no,3,4,7,4,4,5,16,10.2
4646,15,M,R,GT3,A,4,1,services,health,reputation,other,3,1,2,yes,yes,no,yes,no,no,no,no,5,4,5,5,3,5,15,8
4647,18,F,U,GT3,A,2,4,health,health,reputation,mother,4,2,2,yes,yes,yes,yes,yes,no,no,yes,3,3,6,4,4,5,26,1.3
4648,15,F,U,LE3,T,0,3,at_home,health,reputation,father,1,2,4,yes,yes,yes,no,yes,no,no,no,5,2,9,4,3,5,26,7
4649,15,F,R,LE3,A,2,4,services,teacher,course,father,4,1,2,yes,yes,yes,yes,yes,no,no,yes,5,4,8,4,5,5,20,0
4650,16,F,U,LE3,A,2,1,services,services,other,other,1,1,3,yes,no,no,no,no,yes,no,yes,5,2,6,4,1,4,14,7
4651,17,M,U,GT3,A,0,1,services,services,course,father,3,1,2,yes,no,yes,yes,yes,yes,no,yes,5,4,7,3,3,4,19,3
