id,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,sex.e,famsize.e,Pstatus.e,Mjob.e,Fjob.e,reason.e,guardian.e,schoolsup.e,famsup.e,paid.e,activities.e,nursery.e,higher.e,internet.e,romantic.e,result
4479,15,2,1,4,4,3,4,5,5,4,1,4,11,5,0,0,0,3,1,0,2,1,1,0,1,0,1,0,1,0
4480,16,0,4,4,1,2,2,5,5,5,3,2,14,7,1,1,0,3,2,3,2,1,1,0,0,0,0,0,0,0
4481,15,4,1,3,4,2,4,4,3,5,5,5,26,0,0,0,0,1,4,0,2,0,1,0,1,1,1,0,0,0
4482,18,4,0,4,1,1,4,1,1,4,4,4,22,3,0,0,1,1,1,3,1,0,1,0,0,1,1,1,0,0
4483,16,1,0,3,1,3,3,4,5,1,2,2,21,1,1,0,0,4,1,2,1,1,1,0,0,0,1,0,1,0
4484,18,2,0,1,2,3,5,3,1,5,2,3,4,0,1,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0
4485,17,2,3,4,1,2,3,1,5,1,1,1,15,10,0,0,0,2,1,1,2,1,1,0,1,1,0,0,1,1
4486,17,1,4,4,1,3,3,5,4,3,3,3,23,1,0,1,0,4,1,1,2,0,1,0,1,0,1,0,0,0
4487,18,1,4,3,1,3,1,4,3,5,2,3,23,0,0,1,1,3,0,3,0,1,1,0,0,0,0,0,0,0
4488,16,0,4,1,4,2,2,1,5,1,2,1,9,12,0,1,1,3,1,0,0,1,0,1,1,0,1,1,0,1
4489,16,2,3,3,3,3,2,1,3,2,5,5,29,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
4490,15,4,0,3,1,3,4,2,1,2,5,4,12,7,0,1,1,4,2,1,0,1,1,0,0,1,1,0,1,0
4491,17,1,0,3,3,3,5,1,5,4,1,3,9,9,1,0,1,2,4,0,2,0,0,0,0,0,1,0,0,0
4492,15,0,1,1,9,0,2,1,4,4,3,5,25,17,0,0,0,4,2,0,1,0,0,1,1,0,0,1,1,1
4493,15,4,3,4,3,3,2,5,2,2,5,2,25,3,0,0,0,4,3,3,2,1,1,0,1,1,1,0,0,0
4494,18,2,2,2,7,1,5,3,1,1,3,3,4,18,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1
4495,18,1,3,4,3,2,2,4,3,3,1,5,16,8,0,1,1,2,3,1,1,1,1,0,1,0,1,0,1,0
4496,15,1,1,1,1,1,1,3,1,5,4,5,18,20,1,1,1,3,3,2,2,0,0,1,0,1,0,1,1,1
4497,17,0,1,4,1,3,2,1,4,5,1,4,19,5,1,1,1,1,2,0,0,1,1,0,1,1,0,1,0,0
4498,18,0,1,4,4,3,1,5,3,2,4,3,16,5,0,1,1,2,0,0,1,0,1,1,0,0,1,0,1,0
4499,15,2,0,3,8,0,3,5,3,2,5,1,0,16,0,1,0,3,2,3,1,0,1,1,1,0,0,1,1,1
4500,15,1,2,3,3,3,3,5,3,4,2,4,19,8,0,0,1,0,4,2,0,1,1,0,0,0,1,0,1,0
4501,15,0,1,3,3,3,1,5,2,5,1,1,19,4,1,1,1,2,2,2,1,0,1,0,1,0,1,0,0,0
4502,15,1,4,2,6,1,4,2,2,2,3,1,6,14,1,0,1,2,0,3,2,0,0,1,0,1,1,1,1,1
4503,15,2,0,3,1,3,1,1,3,5,3,5,26,3,1,0,1,3,2,2,2,1,1,0,0,0,1,0,0,0
4504,15,1,2,1,5,3,4,2,2,3,4,1,5,15,1,0,1,3,0,3,2,0,1,1,1,0,1,1,0,1
4505,18,4,4,1,7,1,5,2,3,3,3,1,0,16,1,1,1,4,4,3,1,1,0,1,0,0,1,1,1,1
4506,17,1,2,2,1,0,5,1,4,3,5,4,10,11,1,0,1,4,1,0,1,0,0,1,1,0,0,1,1,1
4507,15,3,2,3,1,3,1,5,3,5,4,3,16,8,0,0,1,2,0,0,0,1,1,0,0,1,0,0,1,0
4508,16,3,4,4,3,2,4,4,2,4,2,4,21,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4509,18,2,3,3,2,2,3,5,4,5,1,5,13,8,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0
4510,18,2,2,2,3,2,1,5,4,3,4,3,11,6,0,0,1,3,4,0,2,0,1,1,0,1,0,0,0,0
4511,15,2,3,3,3,2,1,2,2,2,5,4,22,2,1,0,0,4,3,1,1,1,1,0,1,1,1,0,1,0
4512,18,4,2,4,2,3,4,3,3,1,4,3,17,8,0,1,0,0,0,1,2,0,1,1,1,0,1,1,0,0
4513,15,4,4,4,3,2,5,5,2,5,5,2,18,7,1,0,0,2,4,0,0,0,1,0,1,1,1,0,1,0
4514,17,1,2,3,2,3,3,1,1,2,4,4,26,3,0,0,0,3,1,3,1,0,1,0,1,1,1,0,1,0
4515,17,0,1,2,9,1,4,1,2,1,4,3,17,16,0,1,0,3,0,1,1,1,0,1,0,1,1,1,0,1
4516,18,3,1,4,3,2,4,1,4,3,2,1,21,0,0,1,0,4,3,0,1,1,1,0,1,1,1,0,1,0
4517,18,3,2,4,1,3,3,2,3,5,4,2,16,6,0,0,1,1,4,1,2,1,1,1,0,0,0,1,0,0
4518,16,3,4,4,1,2,1,4,5,2,5,1,22,3,0,1,1,3,1,1,0,0,0,0,0,1,0,0,1,0
4519,18,1,4,3,3,3,1,4,3,1,4,2,25,0,1,1,0,1,3,1,2,0,1,1,0,1,0,0,0,0
4520,16,1,0,3,3,1,2,4,4,1,3,5,29,2,1,1,1,0,1,2,0,1,1,1,0,0,0,0,1,0
4521,17,2,4,2,8,0,3,5,3,1,2,3,1,18,0,1,0,3,3,1,2,1,0,1,1,1,1,1,0,1
4522,17,0,3,4,1,2,4,5,4,4,5,2,15,5,0,1,1,3,2,0,0,0,1,0,1,0,1,0,1,0
4523,15,2,2,3,1,2,2,3,5,3,1,3,20,5,0,1,1,1,2,1,2,0,1,0,1,1,0,0,1,0
4524,17,1,1,3,6,3,2,3,2,3,4,5,16,10,1,1,1,4,2,0,1,0,1,0,1,0,1,0,0,1
4525,16,4,4,4,4,2,2,3,1,4,5,2,9,10,0,0,0,2,1,1,2,1,1,0,0,1,1,0,1,1
4526,18,2,1,4,3,2,1,2,3,4,3,3,29,2,0,1,1,0,2,1,1,0,1,0,0,0,1,1,1,0
4527,15,1,0,3,1,3,5,4,5,2,4,4,29,2,0,1,1,3,4,2,1,1,1,1,1,1,1,0,0,0
4528,16,1,2,2,1,2,2,5,3,4,3,3,25,0,0,1,0,4,4,1,1,1,1,0,0,0,1,0,1,0
4529,18,4,4,1,6,1,4,3,1,3,4,3,6,13,1,0,0,3,2,0,2,1,0,1,1,0,1,1,1,1
4530,15,4,1,2,1,3,1,2,1,3,4,3,4,18,0,1,1,0,3,2,1,1,0,1,0,1,0,1,0,1
4531,17,4,4,4,1,3,5,3,1,5,1,1,20,9,0,1,0,2,3,2,2,0,1,0,1,0,0,0,1,0
4532,16,0,0,3,1,2,5,5,5,2,1,2,23,2,1,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0
4533,18,1,1,2,4,0,2,3,1,5,3,3,7,11,0,1,1,1,3,1,2,0,0,1,1,1,1,1,1,1
4534,15,4,1,2,6,2,2,2,1,5,2,5,28,10,0,0,0,4,0,3,2,1,1,0,1,0,0,0,0,1
4535,15,0,2,4,1,3,1,2,1,3,4,3,23,4,1,0,0,2,3,1,2,1,1,0,0,1,1,0,0,0
4536,17,3,2,4,3,2,2,3,1,2,1,3,11,7,1,1,1,3,4,3,0,1,1,0,0,0,0,0,1,0
4537,18,3,1,2,1,3,1,5,5,4,2,4,2,0,1,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0
4538,17,3,2,3,1,3,5,2,3,5,3,4,23,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4539,17,1,1,3,1,3,4,4,5,3,5,4,20,4,0,1,0,3,3,1,1,0,0,0,0,0,0,0,1,0
4540,18,0,3,1,9,0,4,2,5,2,1,1,0,20,1,0,0,2,1,3,2,0,0,1,1,1,0,1,1,1
4541,18,0,4,1,10,1,3,1,1,3,4,5,3,18,1,0,0,3,0,3,2,0,0,1,0,1,0,1,0,1
4542,18,3,3,3,4,2,3,3,2,2,1,2,10,10,1,1,0,3,2,2,1,1,1,0,1,0,0,1,0,1
4543,16,2,3,2,3,3,3,4,3,4,4,5,27,0,0,1,0,2,0,2,1,0,1,0,0,0,1,0,0,0
4544,18,3,4,1,6,0,4,5,3,5,1,4,4,15,0,0,1,3,4,1,2,0,0,0,1,1,1,1,0,1
4545,15,1,1,1,4,1,2,4,2,2,3,5,7,18,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
4546,17,3,1,4,3,3,1,2,3,4,3,1,25,4,0,1,1,2,0,2,1,1,1,0,0,0,1,1,1,0
4547,16,3,2,3,1,3,4,2,1,3,3,3,1,0,1,1,0,2,4,2,0,1,1,0,1,0,1,0,1,0
4548,18,0,0,2,9,0,3,1,1,5,3,4,5,17,0,0,1,1,4,2,1,0,0,1,0,0,0,1,1,1
4549,16,3,1,2,8,0,3,4,1,4,3,2,3,20,0,1,1,1,2,3,1,0,0,1,0,1,0,1,0,1
4550,18,4,4,3,2,3,2,2,1,2,4,1,18,1,0,1,0,1,2,1,2,1,1,0,1,1,1,0,1,0
4551,16,4,0,3,1,2,3,5,4,3,4,5,10,3,0,1,0,3,3,3,1,0,1,0,1,0,0,0,1,0
4552,17,2,4,4,4,2,3,5,1,4,5,2,8,10,1,0,0,3,1,0,1,1,0,0,1,0,1,1,1,1
4553,17,1,4,1,1,1,1,4,4,3,3,2,4,16,0,0,1,0,4,3,1,1,0,1,1,1,1,1,0,1
4554,15,1,4,4,4,3,2,4,3,4,2,4,17,4,0,0,1,3,0,1,0,0,1,1,1,0,1,0,1,0
4555,15,0,0,1,4,0,5,1,3,5,4,3,2,15,1,1,0,1,0,3,2,1,0,1,1,0,0,1,0,1
4556,18,1,3,4,2,3,5,4,4,5,4,1,24,4,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0
4557,17,2,4,2,3,2,3,5,3,2,5,5,7,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
4558,16,4,2,3,4,2,3,4,5,5,4,5,27,0,1,0,0,4,4,1,2,1,1,0,0,0,1,0,1,0
4559,16,0,1,2,7,0,1,2,2,3,1,1,5,19,0,1,1,2,2,1,2,1,0,1,1,0,1,1,1,1
4560,16,4,1,3,3,2,5,2,5,3,4,1,7,1,0,0,0,4,1,1,1,1,1,0,0,0,0,0,1,0
4561,15,2,1,3,3,2,2,4,4,4,1,2,16,9,1,1,1,1,4,0,0,0,1,0,0,1,0,0,0,0
4562,16,0,0,2,10,1,2,3,2,3,5,3,1,16,1,1,0,3,0,1,1,1,0,1,1,0,0,1,1,1
4563,15,3,2,3,4,2,4,4,4,5,1,3,21,0,1,0,1,2,0,0,0,1,1,0,0,1,1,0,0,0
4564,15,1,2,1,9,0,4,1,1,3,2,4,4,17,0,1,1,3,2,0,1,0,1,0,0,1,1,0,0,1
4565,18,2,2,3,4,2,2,5,2,4,4,5,13,10,1,0,0,3,1,3,2,1,0,0,0,0,0,0,1,1
4566,16,0,2,1,8,0,4,5,4,1,2,5,0,17,1,0,0,2,0,3,2,0,0,1,0,1,0,1,1,1
4567,16,4,2,3,2,3,1,4,1,2,3,1,19,4,1,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0
4568,17,0,3,1,2,1,3,3,3,5,5,4,7,13,0,1,0,4,2,2,1,0,0,1,0,0,1,1,0,1
4569,18,3,2,3,1,3,2,5,4,4,5,3,24,1,1,0,1,1,3,2,0,1,1,0,1,0,0,0,1,0
4570,17,2,2,2,3,3,5,3,2,3,4,3,11,9,0,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0
4571,18,0,0,4,2,2,5,5,3,3,4,3,16,5,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0
4572,16,2,0,2,8,1,2,2,4,4,5,4,1,19,1,1,0,1,2,3,0,0,0,1,0,1,0,1,0,1
4573,15,2,2,2,4,1,4,1,4,3,4,4,2,18,0,0,0,0,3,1,0,0,0,1,1,1,1,1,1,1
4574,15,4,3,3,2,3,4,5,3,1,1,1,6,8,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0
4575,15,1,2,4,2,2,2,4,1,2,1,2,20,8,0,1,1,3,4,0,0,1,1,0,1,1,1,1,1,0
4576,15,3,2,3,1,3,2,2,2,3,1,4,27,2,0,0,0,2,2,3,0,0,1,0,1,1,1,0,0,0
4577,15,0,2,1,3,0,2,3,1,2,5,3,1,18,1,0,0,2,4,2,1,0,0,1,0,1,1,1,1,1
4578,17,1,4,3,2,2,1,1,2,3,5,4,27,1,1,1,0,1,3,2,0,1,1,0,0,1,1,0,0,0
4579,18,4,3,3,1,3,5,3,3,5,2,2,18,8,1,1,1,4,3,1,0,0,1,0,1,0,1,0,1,0
4580,16,1,1,3,4,1,1,3,1,1,3,4,23,13,0,1,1,4,1,1,2,0,0,1,1,1,0,1,0,1
4581,17,2,2,3,3,3,1,5,5,5,4,3,19,3,0,1,1,3,4,1,2,0,1,1,0,0,0,0,0,0
4582,18,2,1,1,5,0,3,2,5,2,5,1,10,15,1,0,0,3,4,1,1,1,0,1,1,0,0,1,1,1
4583,15,3,3,2,5,0,1,1,4,3,2,4,10,11,1,1,0,1,3,1,0,0,0,1,1,0,1,1,0,1
4584,18,0,2,3,3,2,5,2,1,4,3,3,27,5,0,0,1,1,4,2,0,1,1,1,1,1,0,1,0,0
4585,18,0,1,3,1,2,4,2,4,2,1,4,15,1,0,0,1,1,0,1,2,1,1,0,0,1,0,0,0,0
4586,15,4,1,4,2,0,5,5,1,1,4,1,25,0,0,0,0,0,3,3,2,1,1,0,0,1,1,0,0,0
4587,15,3,3,4,2,3,2,3,2,4,5,5,24,0,1,1,0,4,1,0,2,0,1,0,0,1,0,0,1,0
4588,15,0,2,1,3,0,2,2,2,4,2,3,13,6,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0
4589,16,2,4,1,3,3,2,3,3,5,1,3,5,5,1,0,1,4,1,0,0,1,1,0,0,1,1,0,1,0
4590,15,3,3,3,3,3,1,2,5,1,3,4,23,4,0,0,0,2,4,0,1,1,1,0,1,0,0,1,1,0
4591,16,1,4,4,1,3,3,1,5,5,2,5,25,3,0,0,0,2,3,1,2,1,0,0,0,1,1,0,1,0
4592,15,3,2,3,2,2,4,4,3,5,3,3,21,2,1,0,1,4,1,0,2,0,1,0,1,1,1,0,1,0
4593,16,3,1,2,9,1,1,4,3,2,5,3,1,17,1,1,1,2,3,3,2,0,0,1,0,1,1,1,0,1
4594,18,0,3,2,4,0,2,4,3,5,2,5,9,13,1,0,1,2,4,1,2,0,0,1,1,0,1,1,1,1
4595,17,4,3,4,3,2,5,5,3,4,4,4,23,2,0,1,0,2,0,2,2,1,1,0,1,0,1,0,0,0
4596,18,4,3,1,6,3,2,5,1,3,1,3,6,10,0,1,1,3,0,3,0,1,1,0,0,0,0,0,1,1
4597,18,0,0,4,1,2,5,3,3,5,2,3,19,5,0,1,1,3,0,2,0,1,1,1,0,1,1,0,1,0
4598,15,0,2,3,6,1,4,5,4,3,5,1,5,15,1,1,0,4,4,1,2,0,0,1,1,1,0,1,1,1
4599,16,0,0,2,6,0,2,4,3,3,5,2,8,11,0,0,0,4,1,1,2,0,0,1,0,0,1,1,1,1
4600,17,4,3,1,4,2,4,5,1,4,3,3,0,13,1,1,1,0,4,2,0,0,0,1,1,0,0,1,0,1
4601,15,0,3,4,1,2,2,4,5,4,3,3,26,4,1,0,0,3,3,0,0,1,1,0,1,0,1,0,1,0
4602,15,1,4,4,3,2,2,2,5,5,4,3,24,4,1,1,1,4,0,2,1,0,1,0,1,0,1,0,0,0
4603,15,1,0,3,3,2,5,4,5,5,5,1,25,1,0,0,0,3,3,3,0,0,1,0,0,0,1,0,1,0
4604,18,2,1,2,9,1,3,4,1,3,5,5,3,18,0,0,0,0,4,0,1,1,0,1,1,1,1,1,1,1
4605,16,1,2,1,7,1,5,1,3,3,5,2,0,19,1,0,1,4,2,1,2,0,0,0,1,1,1,1,1,1
4606,16,3,1,2,8,0,1,1,2,4,1,1,7,16,0,0,1,4,2,3,2,0,0,1,0,1,1,1,1,1
4607,17,2,1,4,2,2,4,1,5,1,1,2,26,6,1,0,1,4,4,3,2,0,1,0,1,1,0,1,1,0
4608,16,1,2,3,4,2,4,1,5,5,5,4,7,10,1,1,0,4,1,1,0,0,1,0,1,0,1,0,0,1
4609,16,3,3,1,6,1,3,4,2,3,1,3,8,13,0,0,1,1,3,0,0,1,0,1,1,1,1,1,1,1
4610,15,1,4,2,2,0,2,3,3,1,5,5,11,19,1,1,0,3,4,1,2,1,0,1,0,0,0,1,0,1
4611,15,3,3,1,9,0,4,1,5,2,3,2,25,19,1,0,0,3,4,3,2,1,0,0,0,0,1,1,1,1
4612,18,0,3,4,3,2,3,5,3,1,3,3,16,7,0,1,1,3,2,3,1,1,1,0,0,0,0,1,1,0
4613,15,3,0,1,4,1,1,5,4,2,1,5,11,11,1,1,0,0,0,3,0,0,0,1,1,1,1,1,0,1
4614,15,0,1,2,4,1,4,5,2,4,3,3,10,14,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1
4615,15,3,1,1,8,0,1,4,1,5,3,3,15,18,1,0,1,3,1,2,1,1,0,1,0,0,1,1,1,1
4616,15,3,1,2,4,1,5,2,3,3,4,5,1,14,1,1,0,3,1,3,2,1,0,1,0,1,0,1,1,1
4617,18,1,4,3,1,3,4,2,2,1,4,3,14,4,1,0,0,4,1,3,2,1,1,0,0,1,0,0,0,0
4618,15,3,4,3,1,1,4,1,2,2,5,4,5,0,1,0,1,4,2,0,0,0,1,0,1,0,1,0,0,0
4619,17,1,4,3,6,1,2,5,2,1,2,1,10,10,1,1,1,4,4,2,0,1,1,0,0,1,1,1,0,1
4620,17,3,2,1,4,1,1,1,1,4,2,2,4,15,0,1,0,3,1,0,2,0,0,1,1,1,1,1,1,1
4621,17,4,4,4,4,3,5,4,5,4,4,5,13,10,0,0,0,4,2,3,1,0,1,0,1,1,1,0,1,1
4622,17,2,0,4,1,3,3,5,4,1,5,1,15,7,1,0,0,3,3,2,1,0,1,0,0,0,0,0,1,0
4623,15,1,0,1,8,3,5,1,5,3,4,2,2,16,1,0,0,0,4,0,1,1,0,1,0,1,1,1,1,1
4624,17,1,3,2,10,0,4,3,3,1,3,5,2,20,0,0,1,0,3,1,0,0,0,0,0,1,1,1,1,1
4625,15,0,3,4,3,2,1,4,2,4,5,5,14,9,0,0,0,2,0,0,1,1,1,0,1,1,1,0,0,0
4626,18,4,3,2,3,1,4,4,5,3,5,4,8,12,0,0,0,1,0,2,0,1,0,1,1,1,0,0,1,1
4627,17,0,3,1,3,3,3,4,1,4,2,5,16,4,0,1,0,4,4,0,0,0,1,1,1,0,0,0,0,0
4628,16,4,0,4,2,2,3,3,1,1,2,4,26,0,0,0,0,4,1,2,2,0,1,0,0,0,0,0,0,0
4629,17,4,3,3,1,3,4,2,4,3,2,2,3,1,1,0,1,1,4,2,2,0,1,0,0,1,1,0,1,0
4630,17,3,0,3,3,2,4,2,5,4,1,3,6,5,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0
4631,15,0,4,3,1,3,4,3,1,2,3,4,20,6,0,1,1,2,0,0,1,0,1,0,1,1,0,0,1,0
4632,17,2,4,4,2,2,1,2,1,1,3,3,24,2,0,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0
4633,16,4,2,3,2,3,2,3,4,1,3,3,25,3,1,0,1,3,4,0,2,1,0,0,0,1,0,0,0,0
4634,15,4,3,4,2,3,3,1,3,4,3,5,11,9,1,1,1,4,1,2,2,1,1,1,1,0,0,0,0,0
4635,15,1,4,4,3,3,1,3,5,3,3,1,15,6,1,1,1,1,0,3,0,0,0,0,1,1,0,0,0,0
4636,18,3,4,3,3,1,3,2,3,5,3,3,23,4,1,0,0,3,0,0,1,1,1,0,1,1,1,0,0,0
4637,18,2,1,2,6,0,4,3,2,3,1,1,0,11,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1
4638,17,4,1,3,2,1,3,3,3,3,5,4,23,1,1,0,1,3,1,2,0,1,1,0,0,0,1,0,0,0
4639,18,1,0,2,9,1,5,5,1,1,2,3,25,16,0,0,1,0,1,3,2,1,0,1,1,0,1,1,1,1
4640,18,0,2,4,3,3,3,3,1,2,2,3,25,3,1,1,0,3,0,1,0,1,1,0,0,1,1,0,0,0
4641,18,4,1,4,2,0,5,2,3,3,2,3,26,0,1,0,1,2,0,3,0,0,1,0,1,1,0,0,1,0
4642,15,1,2,1,3,0,1,4,3,5,3,1,4,17,0,1,0,3,4,2,1,0,0,1,1,1,1,1,0,1
4643,15,0,4,3,5,1,1,1,2,5,2,4,5,14,1,0,1,1,0,2,2,1,0,1,1,0,1,1,0,1
4644,15,3,0,4,2,2,5,3,2,3,1,1,14,7,0,1,1,0,3,2,1,1,1,0,1,1,0,0,0,0
4645,18,0,2,3,3,3,3,2,5,1,3,2,16,10,0,0,0,0,3,2,1,0,1,0,1,0,1,0,0,1
4646,15,4,1,3,4,2,1,2,1,5,3,2,15,0,1,0,0,3,1,3,2,0,1,0,1,0,0,0,0,0
4647,18,2,4,4,2,2,3,5,5,4,1,5,26,0,0,0,0,1,1,3,1,1,1,0,1,1,0,0,1,0
4648,15,0,3,1,2,2,2,2,5,5,5,3,26,2,0,1,1,0,1,3,0,0,1,0,0,1,1,0,0,0
4649,15,2,4,4,2,3,2,4,3,5,1,2,20,5,0,1,0,3,4,0,0,0,1,0,1,1,1,1,1,0
4650,16,2,1,1,2,1,5,2,1,4,1,2,14,18,0,1,0,3,3,2,2,1,0,0,0,0,1,1,1,1
4651,17,0,1,3,6,0,5,4,5,5,1,1,19,13,1,0,0,3,3,0,0,1,0,1,1,1,1,1,1,1
4652,18,3,3,3,3,2,3,1,3,4,5,4,26,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0
4653,16,0,4,3,3,3,2,3,4,5,2,3,11,9,1,0,0,4,3,0,0,1,1,0,1,0,0,0,0,0
4654,15,1,2,4,2,3,2,1,2,2,1,3,28,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
4655,18,2,2,2,5,2,5,3,3,1,3,5,10,14,0,0,0,2,4,0,1,1,0,0,1,1,0,1,0,1
4656,15,4,4,1,2,3,4,1,3,1,2,4,24,1,0,1,1,2,1,2,0,1,1,0,1,1,1,0,0,0
4657,17,2,2,1,1,1,3,4,5,3,2,3,3,15,1,0,0,1,1,0,2,0,1,1,0,0,0,0,1,1
4658,16,4,4,3,1,3,3,3,3,2,4,1,12,5,1,1,0,4,0,2,1,1,1,0,1,0,0,0,0,0
4659,17,1,4,1,3,2,1,3,3,5,1,3,21,6,1,0,1,1,2,1,0,0,0,0,1,1,1,0,1,0
4660,16,1,1,4,3,2,5,1,5,1,2,2,25,0,0,0,1,3,0,3,0,1,1,0,0,0,1,0,1,0
4661,15,1,0,2,4,1,1,5,3,1,3,3,10,13,0,0,1,1,4,2,2,1,0,1,0,0,0,1,1,1
4662,17,0,1,3,1,2,4,5,2,3,5,2,18,7,0,1,1,1,3,0,1,1,1,0,0,1,0,0,1,0
4663,17,2,2,1,1,0,1,1,1,4,5,4,26,3,0,1,0,0,0,2,0,1,1,0,1,1,0,0,1,0
4664,15,4,0,3,1,0,4,2,5,1,2,2,24,3,1,0,1,2,4,0,2,1,1,0,1,0,0,0,0,0
4665,17,1,4,4,2,2,1,1,4,4,5,4,23,0,0,1,0,2,1,3,1,1,1,1,0,1,1,0,1,0
4666,18,1,2,2,9,0,5,4,4,4,4,5,8,20,1,1,0,3,2,2,1,1,0,1,0,0,1,1,1,1
4667,16,4,3,4,1,3,4,4,1,2,5,2,9,9,0,0,0,3,2,0,0,1,1,0,1,0,0,1,0,0
4668,16,2,2,4,1,0,3,2,2,2,5,4,21,4,1,0,1,0,0,2,2,0,1,0,0,0,0,0,1,0
4669,16,2,0,1,7,1,5,5,3,3,5,1,26,17,1,1,1,3,3,3,2,0,0,0,1,0,1,1,0,1
4670,18,4,0,4,2,0,5,4,4,5,3,4,28,4,0,0,1,4,0,3,0,0,1,0,0,0,1,0,0,0
4671,16,3,4,4,2,0,2,4,3,5,4,5,23,3,0,0,0,0,2,3,0,0,1,0,1,1,1,0,1,0
4672,15,2,3,1,9,1,3,3,2,5,4,2,0,17,1,1,1,0,2,2,0,0,0,1,1,1,1,1,1,1
4673,17,4,4,1,1,2,1,3,5,5,5,1,0,14,0,1,1,1,1,2,2,1,0,1,0,0,0,1,1,1
4674,18,4,3,2,10,0,5,2,1,4,2,4,13,17,0,0,0,1,3,0,1,1,0,1,1,0,0,1,0,1
4675,16,1,3,1,7,1,1,4,2,5,3,2,15,17,1,1,1,4,3,3,0,1,0,1,0,1,0,1,1,1
4676,15,4,4,4,1,2,5,1,4,1,2,5,9,5,1,1,0,0,2,0,0,1,1,0,1,1,0,0,1,0
4677,17,0,2,3,3,3,3,5,4,2,1,3,28,0,1,0,1,0,2,2,1,0,1,0,0,1,1,0,1,0
4678,17,1,1,3,3,3,5,2,1,5,3,5,19,4,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0
4679,18,1,3,1,10,0,1,1,5,4,5,5,0,20,0,0,1,2,0,3,2,0,1,1,0,0,1,1,0,1
4680,18,2,0,3,1,2,1,1,2,4,3,2,12,1,1,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0
4681,18,3,4,1,6,0,3,2,4,1,3,2,6,13,1,1,1,1,2,3,2,1,0,1,0,1,1,1,0,1
4682,15,2,2,3,2,0,1,2,4,5,2,4,19,10,1,1,0,3,0,0,1,1,1,0,1,0,0,0,1,1
4683,15,0,3,3,1,2,4,4,5,3,1,1,16,5,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
4684,18,1,2,3,2,3,5,5,4,2,3,5,16,9,1,0,1,4,3,1,2,0,1,1,1,1,0,0,1,0
4685,16,1,4,3,1,2,4,4,4,4,1,2,29,1,0,0,1,2,2,2,2,0,1,0,1,0,1,0,0,0
4686,17,4,0,3,1,2,2,1,3,5,1,2,12,9,1,0,1,3,4,3,1,1,1,0,0,0,0,0,0,0
4687,17,3,3,3,2,2,2,4,1,4,2,5,21,1,1,1,1,0,2,2,0,1,1,0,1,0,0,0,0,0
4688,15,3,3,1,9,1,5,4,3,3,2,4,5,17,0,1,1,3,0,0,2,1,0,1,1,1,0,1,0,1
4689,17,4,2,1,3,0,1,5,4,3,5,2,5,17,1,0,1,0,2,2,2,0,0,1,1,1,1,1,0,1
4690,16,0,4,1,6,1,3,3,5,2,5,3,8,12,1,0,0,0,4,1,1,0,0,1,0,0,1,1,1,1
4691,17,3,1,1,1,2,2,5,1,1,3,3,27,1,0,1,0,1,2,2,0,1,1,0,1,1,0,0,0,0
4692,15,1,3,3,1,2,1,4,2,2,5,1,22,4,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0
4693,15,0,0,4,1,3,3,3,2,4,2,4,22,4,1,1,0,4,3,0,2,1,1,0,1,0,0,0,0,0
4694,16,2,3,2,6,1,5,1,5,4,5,5,16,11,1,1,1,4,0,1,0,1,0,1,0,1,1,1,1,1
4695,16,2,3,3,5,0,1,5,2,1,5,5,7,11,1,0,0,3,1,3,1,1,0,1,0,1,1,0,1,1
4696,17,0,1,1,9,0,4,2,3,3,5,5,5,17,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1
4697,17,1,1,3,2,3,5,1,4,5,1,3,29,2,1,1,1,0,1,3,0,0,1,1,0,0,0,0,0,0
